surah_no,ayah_no_surah,surah_name_ar,ayah_ar,label,ayah_en
80,17,سورة عبس,قُتِلَ ٱلۡإِنسَٰنُ مَآ أَكۡفَرَهُۥ,anger,condemned are disbelieving humans how ungrateful they are to allah
80,42,سورة عبس,أُوْلَٰٓئِكَ هُمُ ٱلۡكَفَرَةُ ٱلۡفَجَرَةُ,anger,those are the disbelievers the wicked sinners
80,11,سورة عبس,كَلَّآ إِنَّهَا تَذۡكِرَةٞ,fear,but no this revelation is truly a reminder
80,19,سورة عبس,مِن نُّطۡفَةٍ خَلَقَهُۥ فَقَدَّرَهُۥ,fear,he created them from a spermdrop and ordained their development
80,21,سورة عبس,ثُمَّ أَمَاتَهُۥ فَأَقۡبَرَهُۥ,fear,then causes them to die and be buried
80,23,سورة عبس,كَلَّا لَمَّا يَقۡضِ مَآ أَمَرَهُۥ,fear,but no they have failed to comply with what he ordered
80,24,سورة عبس,فَلۡيَنظُرِ ٱلۡإِنسَٰنُ إِلَىٰ طَعَامِهِۦٓ,fear,let people then consider their food
80,26,سورة عبس,ثُمَّ شَقَقۡنَا ٱلۡأَرۡضَ شَقّٗا,fear,and meticulously split the earth open for sprouts
80,33,سورة عبس,فَإِذَا جَآءَتِ ٱلصَّآخَّةُ,fear,then when the deafening blast comes to pass
80,34,سورة عبس,يَوۡمَ يَفِرُّ ٱلۡمَرۡءُ مِنۡ أَخِيهِ,fear,on that day every person will flee from their own siblings
80,40,سورة عبس,وَوُجُوهٞ يَوۡمَئِذٍ عَلَيۡهَا غَبَرَةٞ,fear,while other faces will be dusty
80,13,سورة عبس,فِي صُحُفٖ مُّكَرَّمَةٖ,joy,it is written on pages held in honour
80,14,سورة عبس,مَّرۡفُوعَةٖ مُّطَهَّرَةِۭ,joy,highly esteemed purified
80,15,سورة عبس,بِأَيۡدِي سَفَرَةٖ,joy,by the hands of angelscribes
80,16,سورة عبس,كِرَامِۭ بَرَرَةٖ,joy,honourable and virtuous
80,30,سورة عبس,وَحَدَآئِقَ غُلۡبٗا,joy,and dense orchards
80,31,سورة عبس,وَفَٰكِهَةٗ وَأَبّٗا,joy,and fruit and fodder
80,38,سورة عبس,وُجُوهٞ يَوۡمَئِذٖ مُّسۡفِرَةٞ,joy,on that day some faces will be bright
80,39,سورة عبس,ضَاحِكَةٞ مُّسۡتَبۡشِرَةٞ,joy,laughing and rejoicing
80,3,سورة عبس,وَمَا يُدۡرِيكَ لَعَلَّهُۥ يَزَّكَّىٰٓ,sadness,you never know o prophet perhaps he may be purified
79,11,سورة النازعات,أَءِذَا كُنَّا عِظَٰمٗا نَّخِرَةٗ,anger,even after we have been reduced to decayed bones
79,17,سورة النازعات,ٱذۡهَبۡ إِلَىٰ فِرۡعَوۡنَ إِنَّهُۥ طَغَىٰ,anger,commanding go to pharaoh for he has truly transgressed all bounds
79,22,سورة النازعات,ثُمَّ أَدۡبَرَ يَسۡعَىٰ,anger,then turned his back striving against the truth
79,23,سورة النازعات,فَحَشَرَ فَنَادَىٰ,anger,then he summoned his people and called out
79,24,سورة النازعات,فَقَالَ أَنَا۠ رَبُّكُمُ ٱلۡأَعۡلَىٰ,anger,saying i am your lord the most high
79,1,سورة النازعات,وَٱلنَّٰزِعَٰتِ غَرۡقٗا,fear,by those angels stripping out evil souls harshly
79,2,سورة النازعات,وَٱلنَّٰشِطَٰتِ نَشۡطٗا,fear,and those pulling out good souls gently
79,6,سورة النازعات,يَوۡمَ تَرۡجُفُ ٱلرَّاجِفَةُ,fear,consider the day when the quaking blast will come to pass
79,7,سورة النازعات,تَتۡبَعُهَا ٱلرَّادِفَةُ,fear,followed by a second blast
79,8,سورة النازعات,قُلُوبٞ يَوۡمَئِذٖ وَاجِفَةٌ,fear,the deniers hearts on that day will be trembling in horror
79,13,سورة النازعات,فَإِنَّمَا هِيَ زَجۡرَةٞ وَٰحِدَةٞ,fear,but indeed it will take only one mighty blast
79,14,سورة النازعات,فَإِذَا هُم بِٱلسَّاهِرَةِ,fear,and at once they will be above ground
79,17,سورة النازعات,ٱذۡهَبۡ إِلَىٰ فِرۡعَوۡنَ إِنَّهُۥ طَغَىٰ,fear,commanding go to pharaoh for he has truly transgressed all bounds
79,19,سورة النازعات,وَأَهۡدِيَكَ إِلَىٰ رَبِّكَ فَتَخۡشَىٰ,fear,and let me guide you to your lord so that you will be in awe of him
79,25,سورة النازعات,فَأَخَذَهُ ٱللَّهُ نَكَالَ ٱلۡأٓخِرَةِ وَٱلۡأُولَىٰٓ,fear,so allah overtook him making him an example in this life and the next
79,27,سورة النازعات,ءَأَنتُمۡ أَشَدُّ خَلۡقًا أَمِ ٱلسَّمَآءُۚ بَنَىٰهَا,fear,which is harder to create you or the sky he built it
79,29,سورة النازعات,وَأَغۡطَشَ لَيۡلَهَا وَأَخۡرَجَ ضُحَىٰهَا,fear,he dimmed its night and brought forth its daylight
79,30,سورة النازعات,وَٱلۡأَرۡضَ بَعۡدَ ذَٰلِكَ دَحَىٰهَآ,fear,as for the earth he spread it out as well
79,35,سورة النازعات,يَوۡمَ يَتَذَكَّرُ ٱلۡإِنسَٰنُ مَا سَعَىٰ,fear,the day every person will remember all their striving
79,36,سورة النازعات,وَبُرِّزَتِ ٱلۡجَحِيمُ لِمَن يَرَىٰ,fear,and the hellfire will be displayed for all to see
79,42,سورة النازعات,يَسۡـَٔلُونَكَ عَنِ ٱلسَّاعَةِ أَيَّانَ مُرۡسَىٰهَا,fear,they ask you o prophet regarding the hour when will it be
79,44,سورة النازعات,إِلَىٰ رَبِّكَ مُنتَهَىٰهَآ,fear,that knowledge rests with your lord alone
79,45,سورة النازعات,إِنَّمَآ أَنتَ مُنذِرُ مَن يَخۡشَىٰهَا,fear,your duty is only to warn whoever is in awe of it
79,31,سورة النازعات,أَخۡرَجَ مِنۡهَا مَآءَهَا وَمَرۡعَىٰهَا,joy,bringing forth its water and pastures
79,32,سورة النازعات,وَٱلۡجِبَالَ أَرۡسَىٰهَا,joy,and setting the mountains firmly upon it
79,33,سورة النازعات,مَتَٰعٗا لَّكُمۡ وَلِأَنۡعَٰمِكُمۡ,joy,all as a means of sustenance for you and your animals
79,33,سورة النازعات,مَتَٰعٗا لَّكُمۡ وَلِأَنۡعَٰمِكُمۡ,joy,all as a means of sustenance for you and your animals
79,40,سورة النازعات,وَأَمَّا مَنۡ خَافَ مَقَامَ رَبِّهِۦ وَنَهَى ٱلنَّفۡسَ عَنِ ٱلۡهَوَىٰ,joy,and as for those who were in awe of standing before their lord and restrained themselves from evil desires
79,10,سورة النازعات,يَقُولُونَ أَءِنَّا لَمَرۡدُودُونَ فِي ٱلۡحَافِرَةِ,sadness,but now they ask mockingly will we really be restored to our former state
79,12,سورة النازعات,قَالُواْ تِلۡكَ إِذٗا كَرَّةٌ خَاسِرَةٞ,sadness,adding then such a return would be a total loss for us
79,20,سورة النازعات,فَأَرَىٰهُ ٱلۡأٓيَةَ ٱلۡكُبۡرَىٰ,sadness,then moses showed him the great sign
79,38,سورة النازعات,وَءَاثَرَ ٱلۡحَيَوٰةَ ٱلدُّنۡيَا,sadness,and preferred the fleeting life of this world
79,46,سورة النازعات,كَأَنَّهُمۡ يَوۡمَ يَرَوۡنَهَا لَمۡ يَلۡبَثُوٓاْ إِلَّا عَشِيَّةً أَوۡ ضُحَىٰهَا,sadness,on the day they see it it will be as if they had stayed in the world no more than one evening or its morning
78,12,سورة النبا,وَبَنَيۡنَا فَوۡقَكُمۡ سَبۡعٗا شِدَادٗا,anger,and built above you seven mighty heavens
78,27,سورة النبا,إِنَّهُمۡ كَانُواْ لَا يَرۡجُونَ حِسَابٗا,anger,for they never expected any reckoning
78,28,سورة النبا,وَكَذَّبُواْ بِـَٔايَٰتِنَا كِذَّابٗا,anger,and totally rejected our signs
78,1,سورة النبا,عَمَّ يَتَسَآءَلُونَ,fear,what are they asking one another about
78,17,سورة النبا,إِنَّ يَوۡمَ ٱلۡفَصۡلِ كَانَ مِيقَٰتٗا,fear,indeed the day of final decision is an appointed time
78,19,سورة النبا,وَفُتِحَتِ ٱلسَّمَآءُ فَكَانَتۡ أَبۡوَٰبٗا,fear,the sky will be split open becoming many gates
78,20,سورة النبا,وَسُيِّرَتِ ٱلۡجِبَالُ فَكَانَتۡ سَرَابًا,fear,and the mountains will be blown away becoming like a mirage
78,30,سورة النبا,فَذُوقُواْ فَلَن نَّزِيدَكُمۡ إِلَّا عَذَابًا,fear,so the deniers will be told taste the punishment for all you will get from us is more torment
78,37,سورة النبا,رَّبِّ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ وَمَا بَيۡنَهُمَا ٱلرَّحۡمَٰنِۖ لَا يَمۡلِكُونَ مِنۡهُ خِطَابٗا,fear,the lord of the heavens and the earth and everything in between the most compassionate no one will dare speak to him
78,13,سورة النبا,وَجَعَلۡنَا سِرَاجٗا وَهَّاجٗا,joy,and placed in them a shining lamp
78,16,سورة النبا,وَجَنَّٰتٍ أَلۡفَافًا,joy,and dense orchards
78,32,سورة النبا,حَدَآئِقَ وَأَعۡنَٰبٗا,joy,gardens vineyards
78,35,سورة النبا,لَّا يَسۡمَعُونَ فِيهَا لَغۡوٗا وَلَا كِذَّٰبٗا,joy,never to hear any idle talk or lying therein
77,15,سورة المرسلات,وَيۡلٞ يَوۡمَئِذٖ لِّلۡمُكَذِّبِينَ,anger,woe on that day to the deniers
77,48,سورة المرسلات,وَإِذَا قِيلَ لَهُمُ ٱرۡكَعُواْ لَا يَرۡكَعُونَ,anger,when it is said to them bow down before allah they do not bow
77,50,سورة المرسلات,فَبِأَيِّ حَدِيثِۭ بَعۡدَهُۥ يُؤۡمِنُونَ,anger,so what message after this quran would they believe in
77,7,سورة المرسلات,إِنَّمَا تُوعَدُونَ لَوَٰقِعٞ,fear,surely what you are promised will come to pass
77,8,سورة المرسلات,فَإِذَا ٱلنُّجُومُ طُمِسَتۡ,fear,so when the stars are put out
77,9,سورة المرسلات,وَإِذَا ٱلسَّمَآءُ فُرِجَتۡ,fear,and the sky is torn apart
77,10,سورة المرسلات,وَإِذَا ٱلۡجِبَالُ نُسِفَتۡ,fear,and the mountains are blown away
77,13,سورة المرسلات,لِيَوۡمِ ٱلۡفَصۡلِ,fear,for the day of final decision
77,14,سورة المرسلات,وَمَآ أَدۡرَىٰكَ مَا يَوۡمُ ٱلۡفَصۡلِ,fear,and what will make you realize what the day of decision is
77,18,سورة المرسلات,كَذَٰلِكَ نَفۡعَلُ بِٱلۡمُجۡرِمِينَ,fear,this is how we deal with the wicked
77,29,سورة المرسلات,ٱنطَلِقُوٓاْ إِلَىٰ مَا كُنتُم بِهِۦ تُكَذِّبُونَ,fear,the disbelievers will be told proceed into that fire which you used to deny
77,31,سورة المرسلات,لَّا ظَلِيلٖ وَلَا يُغۡنِي مِنَ ٱللَّهَبِ,fear,providing neither coolness nor shelter from the flames
77,32,سورة المرسلات,إِنَّهَا تَرۡمِي بِشَرَرٖ كَٱلۡقَصۡرِ,fear,indeed it hurls sparks as big as huge castles
77,36,سورة المرسلات,وَلَا يُؤۡذَنُ لَهُمۡ فَيَعۡتَذِرُونَ,fear,nor will they be permitted to offer excuses
77,38,سورة المرسلات,هَٰذَا يَوۡمُ ٱلۡفَصۡلِۖ جَمَعۡنَٰكُمۡ وَٱلۡأَوَّلِينَ,fear,they will be told by allah this is the day of final decision we have gathered you along with earlier disbelievers for punishment
77,21,سورة المرسلات,فَجَعَلۡنَٰهُ فِي قَرَارٖ مَّكِينٍ,joy,placing it in a secure place
77,23,سورة المرسلات,فَقَدَرۡنَا فَنِعۡمَ ٱلۡقَٰدِرُونَ,joy,we perfectly ordained its development how excellent are we in doing so
77,25,سورة المرسلات,أَلَمۡ نَجۡعَلِ ٱلۡأَرۡضَ كِفَاتًا,joy,have we not made the earth a lodging
77,41,سورة المرسلات,إِنَّ ٱلۡمُتَّقِينَ فِي ظِلَٰلٖ وَعُيُونٖ,joy,indeed the righteous will be amid cool shade and springs
77,42,سورة المرسلات,وَفَوَٰكِهَ مِمَّا يَشۡتَهُونَ,joy,and any fruit they desire
77,43,سورة المرسلات,كُلُواْ وَٱشۡرَبُواْ هَنِيٓـَٔۢا بِمَا كُنتُمۡ تَعۡمَلُونَ,joy,they will be told eat and drink happily for what you used to do
77,44,سورة المرسلات,إِنَّا كَذَٰلِكَ نَجۡزِي ٱلۡمُحۡسِنِينَ,joy,surely this is how we reward the gooddoers
77,22,سورة المرسلات,إِلَىٰ قَدَرٖ مَّعۡلُومٖ,sadness,until an appointed time
77,39,سورة المرسلات,فَإِن كَانَ لَكُمۡ كَيۡدٞ فَكِيدُونِ,sadness,so if you have a scheme to save yourselves then use it against me
77,46,سورة المرسلات,كُلُواْ وَتَمَتَّعُواْ قَلِيلًا إِنَّكُم مُّجۡرِمُونَ,sadness,eat and enjoy yourselves for a little while for you are truly wicked
76,3,سورة الانسان,إِنَّا هَدَيۡنَٰهُ ٱلسَّبِيلَ إِمَّا شَاكِرٗا وَإِمَّا كَفُورًا,fear,we already showed them the way whether they choose to be grateful or ungrateful
76,7,سورة الانسان,يُوفُونَ بِٱلنَّذۡرِ وَيَخَافُونَ يَوۡمٗا كَانَ شَرُّهُۥ مُسۡتَطِيرٗا,fear,they are those who fulfil their vows and fear a day of sweeping horror
76,10,سورة الانسان,إِنَّا نَخَافُ مِن رَّبِّنَا يَوۡمًا عَبُوسٗا قَمۡطَرِيرٗا,fear,we fear from our lord a horribly distressful day
76,27,سورة الانسان,إِنَّ هَٰٓؤُلَآءِ يُحِبُّونَ ٱلۡعَاجِلَةَ وَيَذَرُونَ وَرَآءَهُمۡ يَوۡمٗا ثَقِيلٗا,fear,surely those pagans love this fleeting world totally neglecting a weighty day ahead of them
76,28,سورة الانسان,نَّحۡنُ خَلَقۡنَٰهُمۡ وَشَدَدۡنَآ أَسۡرَهُمۡۖ وَإِذَا شِئۡنَا بَدَّلۡنَآ أَمۡثَٰلَهُمۡ تَبۡدِيلًا,fear,it is we who created them and perfected their physical form but if we will we can easily replace them with others
76,2,سورة الانسان,إِنَّا خَلَقۡنَا ٱلۡإِنسَٰنَ مِن نُّطۡفَةٍ أَمۡشَاجٖ نَّبۡتَلِيهِ فَجَعَلۡنَٰهُ سَمِيعَۢا بَصِيرًا,joy,for indeed we alone created humans from a drop of mixed fluids in order to test them so we made them hear and see
